id,fuel,comm,shop,food,cafe
2227,1,0,0,1,0
2228,0,1,1,0,0
2229,0,1,0,0,1
2230,0,1,1,1,0
2231,0,0,0,1,0
2232,0,0,0,1,1
2233,0,1,0,1,1
2234,0,1,0,1,1
2235,1,0,0,1,0
2236,0,1,1,0,1
2237,0,1,0,0,1
2238,0,0,0,0,1
2239,0,1,1,0,1
2240,0,0,1,1,1
2241,0,1,0,1,1
2242,1,1,1,1,0
2243,0,0,1,1,0
2244,1,1,1,1,0
2245,1,1,1,0,1
2246,0,0,1,1,1
2247,0,0,0,1,0
2248,0,0,1,0,0
2249,1,1,1,0,0
2250,1,0,0,1,0
2251,0,0,0,1,1
2252,0,1,1,0,0
2253,0,1,0,1,0
2254,0,1,1,1,1
2255,1,1,1,1,1
2256,1,0,1,1,1
2257,0,0,0,0,1
2258,0,0,1,0,0
2259,1,1,1,0,1
2260,1,1,1,0,1
2261,1,1,1,0,0
2262,0,0,0,1,0
2263,0,1,1,1,1
2264,1,1,1,0,0
2265,0,1,1,0,1
2266,1,1,0,0,1
2267,0,1,0,0,1
2268,0,0,1,1,0
2269,0,0,0,0,0
2270,1,1,1,1,0
2271,0,0,1,1,0
2272,1,0,1,0,0
2273,0,0,0,1,0
2274,1,0,0,0,0
2275,0,1,0,1,1
2276,1,0,1,0,1
2277,0,1,0,1,0
2278,0,1,1,1,0
2279,0,0,0,1,0
2280,1,0,1,0,1
2281,0,0,1,0,0
2282,0,0,1,1,0
2283,0,1,1,1,1
2284,0,1,1,0,1
2285,0,0,1,1,0
2286,1,0,0,0,1
2287,1,1,1,1,1
2288,1,1,1,1,1
2289,1,0,1,1,1
2290,1,0,0,1,0
2291,1,1,1,1,1
2292,1,1,1,1,0
2293,1,1,0,1,1
2294,0,1,0,0,1
2295,1,0,0,0,0
2296,0,0,0,1,0
2297,1,1,1,1,1
2298,0,0,1,0,1
2299,0,0,0,0,1
2300,0,1,0,1,0
2301,0,0,0,1,0
2302,0,0,0,1,0
2303,1,0,0,0,0
2304,0,1,0,0,1
2305,1,0,1,1,1
2306,1,0,1,0,1
2307,0,0,0,1,1
2308,0,0,1,1,0
2309,1,1,0,1,1
2310,0,1,0,0,1
2311,0,0,0,1,1
2312,0,0,0,1,1
2313,1,1,1,0,1
2314,1,1,0,1,0
2315,0,1,0,0,0
2316,0,1,1,1,0
2317,0,0,1,1,1
2318,1,1,1,1,0
2319,1,1,0,0,0
2320,0,1,0,0,0
2321,0,0,0,1,1
2322,0,1,1,0,0
2323,1,1,0,0,0
2324,1,1,1,1,0
2325,1,1,0,0,0
2326,0,1,0,0,0
2327,1,1,0,0,1
2328,0,0,0,1,0
2329,1,1,0,0,0
2330,0,0,0,1,0
2331,0,0,1,0,0
2332,1,1,1,0,1
2333,1,0,0,1,0
2334,1,0,0,0,1
2335,1,0,1,0,1
2336,0,1,0,1,0
2337,1,0,1,1,0
2338,0,1,1,1,1
2339,1,0,1,0,0
2340,0,0,1,1,1
2341,0,1,0,1,1
2342,1,0,1,1,1
2343,1,1,1,0,1
2344,0,1,0,0,1
2345,1,1,1,1,0
2346,0,0,0,1,1
2347,0,0,1,0,1
2348,0,1,0,1,1
2349,1,1,1,1,1
2350,1,0,0,1,1
2351,0,0,0,0,1
2352,0,0,1,1,1
2353,1,0,0,1,0
2354,1,1,0,0,1
2355,0,0,1,0,0
2356,1,0,1,0,0
2357,1,1,1,0,1
2358,0,0,1,0,1
2359,0,0,1,1,1
2360,1,0,1,0,0
2361,0,1,1,1,0
2362,0,0,0,1,1
2363,0,1,0,1,0
2364,0,0,0,1,0
2365,0,0,0,0,0
2366,0,1,0,0,0
2367,1,0,0,1,1
2368,0,1,1,1,1
2369,1,0,1,0,0
2370,0,1,0,1,1
2371,0,1,1,1,0
2372,0,0,0,0,0
2373,0,1,1,1,1
2374,1,0,1,0,0
2375,0,0,1,1,0
2376,0,1,1,1,1
2377,1,0,0,0,0
2378,1,0,1,0,0
2379,0,0,0,1,0
2380,1,0,1,0,1
2381,1,1,0,0,1
2382,0,0,1,1,1
2383,1,0,1,0,1
2384,0,0,0,0,1
2385,1,1,0,0,1
